Node,1,6,11,16,22,27,32,38,43,48,54
0,4184,14848,12285,9323,5360,2912,935,134,18,1
1,4167,14900,12323,9243,5323,2937,953,139,15,0
2,4078,14646,12358,9472,5396,2928,970,132,20,0
3,4178,14769,12316,9344,5423,2847,986,121,15,1
4,3992,14954,12344,9238,5391,2976,956,136,13,0
5,4104,14845,12495,9168,5341,2912,978,137,19,1
6,4039,14774,12322,9387,5435,2918,975,137,13,0
7,4053,14935,12286,9357,5422,2848,950,137,11,1
8,4218,14656,12454,9428,5372,2802,935,123,11,1
9,4195,14613,12423,9411,5449,2851,927,113,17,1
10,4180,14810,12364,9262,5406,2920,905,131,19,3
11,4048,14841,12366,9289,5460,2940,912,125,16,3
12,4159,14968,12298,9196,5354,2920,968,121,15,1
13,4222,14666,12217,9354,5576,2878,951,113,23,0
14,4123,14646,12438,9431,5356,2900,964,129,12,1
15,4038,14787,12373,9327,5370,2989,970,128,16,2
16,4034,14714,12553,9208,5469,2922,952,130,17,1
17,4102,14755,12240,9357,5484,2926,986,127,21,2
18,4115,14788,12202,9222,5530,3038,973,116,16,0
19,4119,14869,12296,9318,5344,2954,976,108,15,1
